site_id,mmwr_week,time,year,day_num,amblyomma_americanum,mean_temp,min_temp,max_temp,mean_var_temp,mean_rh_pct,min_rh_pct,max_rh_pct,mean_var_rh,sum_precip_mm,precip_type
BLAN,16,2017-04-16,2017,106,0,14.644591666666667,5.5899,19.9609,0,73.21523550724638,36.25,96.82,8.016997282608695,13.078000000000001,SECPRE
BLAN,19,2017-05-07,2017,127,0,8.593446666666667,0.9749,15.5791,4.9999999999999996e-5,80.09584608843538,22.77,99.36,8.104761904761904,59.845,SECPRE
BLAN,22,2017-05-28,2017,148,3.404255319148936,18.4591,13.6814,20.9799,0,82.19283624620061,29.23,99.56,12.125379939209727,2.514,SECPRE
BLAN,25,2017-06-18,2017,169,0,23.7031,16.7792,26.5705,0,86.12264880952381,36.99,99.3,5.981369047619047,24.64,SECPRE
BLAN,28,2017-07-09,2017,190,0,22.0535693452381,13.9679,29.7862,0.07790654761904763,83.95691381987578,37.56,99.29,5.479280538302278,7.039999999999999,SECPRE
BLAN,31,2017-07-30,2017,211,9.917355371900827,20.25236398809524,11.0895,28.3868,0.059547916666666666,82.14064336372847,39.89,99.27,5.384042553191489,3.52,SECPRE
BLAN,34,2017-08-20,2017,232,0,20.130431845238096,11.2791,28.9687,0.05938065476190476,84.71569608717677,45.33,99.48,4.978100909651557,4.023,SECPRE
BLAN,36,2017-09-03,2017,246,0,15.967810714285715,8.1063,26.4715,0.07843571428571429,88.02491334463409,40.51,99.66,4.739092483366049,28.667,SECPRE
BLAN,40,2017-10-01,2017,274,0,16.082459375,6.6852,28.0535,0.08614895833333333,79.92805787740629,32.35,99.7,3.442171985815603,0,SECPRE
BLAN,17,2018-04-22,2018,112,0,12.444281186676797,-7.1692,32.9777,1.0371361955420466,70.74477804481516,23.01,98.38,3.961459202186565,0,SECPRE
BLAN,20,2018-05-13,2018,133,30,18.610038933982686,11.7093,29.0274,0.033869561688311685,89.87556947021233,50.85,98.39,3.047571273964131,0,SECPRE
BLAN,23,2018-06-03,2018,154,35,18.471082433712123,10.4831,26.1542,0.06266936553030303,86.25035629437629,44.64,98.44,8.037168869713389,0,SECPRE
BLAN,26,2018-06-24,2018,175,16.666666666666664,21.267802083333333,15.4239,28.3685,0.04528898809523809,86.93972517730496,48.94,98.47,5.13216755319149,0,SECPRE
BLAN,29,2018-07-15,2018,196,0,21.33007648809524,14.9475,27.8697,0.054061904761904755,89.92199532046642,47.75,98.55,3.7326337403208654,122.457,SECPRE
BLAN,32,2018-08-05,2018,217,0,22.748389285714286,18.4445,27.9763,0.06808779761904762,NA,NA,NA,NA,53.54299999999999,SECPRE
BLAN,35,2018-08-26,2018,238,20.77922077922078,23.168994345238094,15.3423,29.9986,0.05031934523809524,86.43577548712979,48.87,98.56,3.0609032329706474,44.618,SECPRE
BLAN,38,2018-09-16,2018,259,0,21.37972142857143,16.2632,27.262,0.03219434523809524,89.80515514184397,54.92,98.76,2.2133503250591016,19.339,SECPRE
BLAN,17,2019-04-21,2019,111,10.191082802547772,14.435269047619048,5.3112,25.646,0.08104761904761905,69.35931547619047,19.43,98.65,6.19889880952381,13.388,SECPRE
BLAN,20,2019-05-12,2019,132,0,13.340872321428572,4.5932,24.2807,0.05961785714285714,81.23991071428571,27.67,98.62,4.178333333333333,51.07,SECPRE
BLAN,23,2019-06-02,2019,153,10,17.991564285714286,6.1843,26.8941,0.054675,75.78723214285714,23.53,98.63,5.064077380952381,3.471,SECPRE
BLAN,26,2019-06-23,2019,174,0,21.06240089285714,10.0724,30.783,0.08099821428571428,80.23919642857143,31.13,101.09,9.342738095238095,33.715,SECPRE
BLAN,27,2019-06-30,2019,181,0,22.412926785714287,12.7018,32.1866,0.07207797619047619,84.38926777087647,31.01,101.46,9.566305986887508,67.426,SECPRE
BLAN,29,2019-07-14,2019,195,0,24.249017559523807,16.3336,32.7424,0.07571755952380953,88.24075082044844,42.57,101.36,11.184584489670058,12.89,SECPRE
BLAN,32,2019-08-04,2019,216,3.292181069958848,22.287039583333335,12.7066,30.953,0.09554642857142857,88.61423285317828,41.56,101.45,12.034208404916082,0.992,SECPRE
BLAN,35,2019-08-25,2019,237,3.3684210526315788,18.842363988095236,11.2413,27.4754,0.05563095238095238,89.4457491451785,42.21,102,5.7767015888700675,8.428,SECPRE
BLAN,38,2019-09-15,2019,258,0,17.88594970238095,6.2381,30.0401,0.08762529761904761,82.16308228345301,31.43,102,4.659000717662952,0,SECPRE
BLAN,25,2020-06-14,2020,166,0,16.96381303763441,10.1726,21.5151,0.032614233870967735,NA,NA,NA,NA,15.282,SECPRE
BLAN,28,2020-07-05,2020,187,4.848484848484849,24.66753808117944,18.0413,32.1133,0.11949826945929887,NA,NA,NA,NA,0.986,SECPRE
BLAN,31,2020-07-26,2020,208,0,23.918885714285715,17.9819,32.1795,0.07021130952380952,NA,NA,NA,NA,33.028,SECPRE
BLAN,38,2020-09-13,2020,257,0,15.424302083333334,2.7159,25.1789,0.05419047619047619,84.17646656534954,27.72,99.72,5.239640324214792,0,SECPRE
KONZ,26,2015-06-28,2015,179,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,29,2015-07-19,2015,200,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,32,2015-08-09,2015,221,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,35,2015-08-30,2015,242,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,38,2015-09-20,2015,263,20,20.438983333333333,13.2961,30.0135,2.7916666666666666e-4,NA,NA,NA,NA,NA,NA
KONZ,18,2016-05-01,2016,122,210,15.66861755952381,6.437,31.3389,0.12872619047619047,NA,NA,NA,NA,NA,NA
KONZ,21,2016-05-22,2016,143,310,19.711205654761905,13.1847,29.8802,0.1576172619047619,NA,NA,NA,NA,NA,NA
KONZ,24,2016-06-12,2016,164,320,27.255978,21.2644,35.3373,0.06879008333333334,NA,NA,NA,NA,NA,NA
KONZ,27,2016-07-03,2016,185,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,30,2016-07-24,2016,206,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,33,2016-08-14,2016,227,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,36,2016-09-04,2016,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ,39,2016-09-25,2016,269,0,NA,NA,NA,NA,65.19938988095238,31.74,99.44,3.422827380952381,NA,NA
KONZ,42,2016-10-16,2016,290,0,NA,NA,NA,NA,64.74193452380953,26.47,97.48,1.7488095238095238,NA,NA
KONZ,16,2017-04-16,2017,106,20,14.509121428571428,8.3552,21.6179,1e-4,69.75607142857143,24.73,98.54,2.6949702380952383,NA,NA
KONZ,19,2017-05-07,2017,127,170,21.146225,17.3001,25.7561,2.5e-5,60.143363095238094,25.09,99.25,1.8947916666666669,NA,NA
KONZ,21,2017-05-21,2017,141,60,16.345,12.0711,19.0353,9.999999999999999e-5,73.32014880952381,29.25,99.36,3.347857142857143,NA,NA
KONZ,25,2017-06-18,2017,169,80,22.31277311594203,10.7094,30.309,0.03984356884057971,58.77583333333333,21.67,97.21,3.2088095238095238,4.5,PRIPRE
KONZ,28,2017-07-09,2017,190,30,28.967570000000002,23.2884,36.6189,4e-5,67.97627976190476,27.63,99.16,2.512202380952381,11.49,PRIPRE
KONZ,31,2017-07-30,2017,211,20,21.75161,16.7743,27.3124,0,71.06329839544513,31.77,98.99,3.3310235507246375,27.3,PRIPRE
KONZ,34,2017-08-20,2017,232,20,25.844134375000003,16.8399,35.6387,0.42184374999999996,71.266875,31.2,98.6,2.172827380952381,9.77,PRIPRE
KONZ,37,2017-09-10,2017,253,30,24.50860789893617,11.4979,38.3107,0.31257311170212765,56.18026785714286,19.75,92.09,2.207529761904762,1.76,PRIPRE
KONZ,19,2018-05-06,2018,126,250,NA,NA,NA,NA,52.85517210144928,21.87,85.31,2.4885882505175982,2.86,PRIPRE
KONZ,22,2018-05-27,2018,147,500,NA,NA,NA,NA,68.17065033783784,32.88,99.54,3.7357516891891893,12.35,PRIPRE
KONZ,25,2018-06-17,2018,168,50,NA,NA,NA,NA,71.97732142857143,34.31,98.72,1.8310714285714287,15.68,PRIPRE
KONZ,28,2018-07-08,2018,189,60,28.50301617965368,15.1163,42.372,0.45204656385281383,57.2939880952381,18.4,99.4,3.3457067099567097,0.44,PRIPRE
KONZ,31,2018-07-29,2018,210,90,23.729287499999998,13.2347,38.1361,0.2265529761904762,64.93309523809523,19.16,99.49,3.1122619047619047,8.51,PRIPRE
KONZ,34,2018-08-19,2018,231,20,22.01152886904762,15.3274,34.6805,0.0858577380952381,81.47568066410962,41.8,99.52,1.7326971040189125,58.97,PRIPRE
KONZ,37,2018-09-09,2018,252,20,21.649788095238097,11.4948,34.9114,0.22862886904761906,79.34226190476191,44.55,98.83,1.5891369047619046,3.04,PRIPRE
KONZ,17,2019-04-21,2019,111,20,15.759875957207207,4.8886,31.2816,0.1789763996138996,63.16873015873016,22.1,99.25,2.1679265873015874,7.55,PRIPRE
KONZ,20,2019-05-12,2019,132,70,19.713423214285715,5.7826,31.9502,0.18531250000000002,70.8390153242148,35.97,98.35,2.7541748986828773,25.06,PRIPRE
KONZ,23,2019-06-02,2019,153,270,22.766166964285716,12.8808,34.5703,0.2195125,71.02092261904762,40.74,98,3.1845535714285713,5.07,PRIPRE
KONZ,26,2019-06-23,2019,174,180,28.96768541666667,22.8734,37.4721,0.10800138888888888,74.68741071428572,42.96,98.38,2.1991964285714287,65.52,PRIPRE
KONZ,29,2019-07-14,2019,195,150,26.793966223149038,20.0873,37.0628,0.3009554596958736,70.78922619047619,46.8,95.96,1.595327380952381,0.89,PRIPRE
KONZ,32,2019-08-04,2019,216,60,NA,NA,NA,NA,79.27339285714285,45.15,98.54,3.0679613095238096,28.860000000000003,PRIPRE
KONZ,35,2019-08-25,2019,237,60,NA,NA,NA,NA,81.04524986157253,33.36,98.78,2.067509343853821,46.33,PRIPRE
KONZ,38,2019-09-15,2019,258,70,NA,NA,NA,NA,72.26345039682539,39.77,94.85,1.571563492063492,1.7000000000000002,PRIPRE
KONZ,24,2020-06-07,2020,159,220.00000000000003,NA,NA,NA,NA,64.84372023809524,31.01,99.09,2.825892857142857,12.38,PRIPRE
KONZ,27,2020-06-28,2020,180,150,NA,NA,NA,NA,81.20877976190476,61.68,99.01,1.9099107142857144,7.58,PRIPRE
KONZ,30,2020-07-19,2020,201,170,NA,NA,NA,NA,79.03940476190476,55.03,98.76,2.2036607142857143,24.51,PRIPRE
KONZ,33,2020-08-09,2020,222,540,NA,NA,NA,NA,77.04419389564336,38.5,99.06,2.53429141337386,7.28,PRIPRE
KONZ,36,2020-08-30,2020,243,240,NA,NA,NA,NA,72.85291666666667,27.36,98.46,2.239434523809524,6.51,PRIPRE
KONZ,39,2020-09-20,2020,264,0,20.84107626013171,9.4318,35.626,0.14485634498480243,70.65268760186775,26.4,94.2,1.0505000330381922,4.92,PRIPRE
LENO,22,2016-05-29,2016,150,30,24.612225,20.9977,27.4502,0,89.11672401960784,52.36,102,3.2249043884220354,16.531,SECPRE
LENO,26,2016-06-26,2016,178,10,24.193041666666666,22.81,26.0485,0,NA,NA,NA,NA,16.53,SECPRE
LENO,29,2016-07-17,2016,199,13.333333333333334,25.6734,23.8565,27.4968,0,NA,NA,NA,NA,9.016,SECPRE
LENO,32,2016-08-07,2016,220,20,26.352466666666665,24.8361,28.7812,0,NA,NA,NA,NA,26.049,SECPRE
LENO,36,2016-09-04,2016,248,100,24.4400125,21.1484,30.0138,0,NA,NA,NA,NA,NA,NA
LENO,38,2016-09-18,2016,262,60,25.93561,20.3008,32.1783,0,NA,NA,NA,NA,NA,NA
LENO,41,2016-10-09,2016,283,20,21.814079166666666,10.6555,27.8795,4.1666666666666665e-5,NA,NA,NA,NA,0,SECPRE
LENO,16,2017-04-16,2017,106,6.037735849056604,20.515975,16.9295,26.0782,2.5e-5,NA,NA,NA,NA,0,SECPRE
LENO,19,2017-05-07,2017,127,19.27710843373494,17.3108,10.8007,28.1738,0,78.79876666666667,41.45,98.58,2.3079,2.505,SECPRE
LENO,22,2017-05-28,2017,148,10.666666666666668,23.03246,21.2299,26.9845,0,93.81103474529347,60.61,99.86,1.6551834163898118,51.095,SECPRE
LENO,25,2017-06-18,2017,169,10,24.055525,21.7995,27.3466,0,95.03330259112867,70.76,100.18,2.2010757026789634,186.847,SECPRE
LENO,28,2017-07-09,2017,190,12.549019607843135,24.393805555555556,21.4888,29.2343,1.6666666666666667e-5,94.7678494623656,73.29,100.06,1.164005376344086,45.083,SECPRE
LENO,31,2017-07-30,2017,211,24.615384615384617,24.29678634751773,18.3973,31.4485,0.0394479103343465,87.48735119047619,49.61,100.01,2.292529761904762,0,SECPRE
LENO,34,2017-08-20,2017,232,49.23076923076923,25.112818750000002,18.6499,30.9899,0.034106845238095235,90.04333333333334,53.27,99.67,1.8948214285714287,3.0060000000000002,SECPRE
LENO,37,2017-09-10,2017,253,15.483870967741936,20.01496653654705,14.9755,29.0174,0.04040452295783178,85.1248402604285,59.97,98.88,1.7152100367173897,2.505,SECPRE
LENO,40,2017-10-01,2017,274,10.32258064516129,21.460169583333332,16.1797,28.8571,0.03425361111111111,78.8338810483871,46.57,96.17,1.8045508512544803,2.505,SECPRE
LENO,19,2018-05-06,2018,126,0,21.276171726190476,11.6017,30.5291,0.07743652777777778,74.24912739008647,31.58,98.81,3.7710073377176956,0,SECPRE
LENO,23,2018-06-03,2018,154,10.38961038961039,24.724056944444445,17.7744,30.7921,0.05437898692810457,86.74319852941177,44.13,99.23,2.47624591503268,0,SECPRE
LENO,25,2018-06-17,2018,168,37.64705882352941,25.950882666666665,21.3176,31.158,0.06087691666666666,87.57705357142858,59.25,98.24,3.1285119047619045,0,SECPRE
LENO,35,2018-08-26,2018,238,21.333333333333336,24.626690938449848,21.1836,31.4518,0.058195535714285714,89.8652969858156,57.53,98.58,1.8419497213779128,0,SECPRE
LENO,40,2018-09-30,2018,273,10,23.84261101190476,18.5407,29.0171,0.030491666666666667,88.74303146258504,52.46,97.74,1.601577380952381,0,SECPRE
LENO,21,2019-05-19,2019,139,11.03448275862069,23.505365476190477,16.7856,29.9607,0.044545238095238096,77.5867297979798,54.25,97.29,2.474886363636364,4.446,SECPRE
LENO,26,2019-06-23,2019,174,10,25.689650144927537,20.9393,30.8444,0.03672737318840579,86.49456651138716,57.27,97.97,2.7877782091097307,1.482,SECPRE
LENO,32,2019-08-04,2019,216,20.317460317460316,NA,NA,NA,NA,83.2574584717608,47.63,98.23,3.0219815891472868,14.326,SECPRE
ORNL,26,2014-06-22,2014,173,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,29,2014-07-13,2014,194,176.31307929969103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,18,2015-05-03,2015,123,32.5,22.445619999999998,10.4816,27.5641,0.00848,NA,NA,NA,NA,NA,NA
ORNL,21,2015-05-24,2015,144,79.53757225433526,20.513836904761906,16.6175,26.9771,1.4880952380952382e-4,NA,NA,NA,NA,NA,NA
ORNL,24,2015-06-14,2015,165,75,24.894136666666668,22.0778,31.4215,0.0034699999999999996,NA,NA,NA,NA,NA,NA
ORNL,27,2015-07-05,2015,186,179.69230769230768,23.980740476190476,19.0572,32.1662,0.018507142857142854,NA,NA,NA,NA,NA,NA
ORNL,30,2015-07-26,2015,207,85,25.097773864035087,18.5703,31.4882,0.023662118421052626,NA,NA,NA,NA,NA,NA
ORNL,33,2015-08-16,2015,228,34,22.105469270833332,17.7995,26.6303,0.012065451388888884,NA,NA,NA,NA,NA,NA
ORNL,37,2015-09-13,2015,256,63.60248447204969,20.671810416666666,13.3001,30.2774,0.08895,NA,NA,NA,NA,NA,NA
ORNL,40,2015-10-04,2015,277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,42,2015-10-18,2015,291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,46,2015-11-15,2015,319,0,11.495875,4.4091,17.9609,0,57.862348657548125,21.1,100.48,3.9979495947315096,NA,NA
ORNL,49,2015-12-06,2015,340,0,11.171011239035087,1.2617,21.1779,0.04276829312865497,76.70735119047619,37.53,100.4,1.5080357142857144,NA,NA
ORNL,10,2016-03-06,2016,66,5.811138014527845,NA,NA,NA,NA,60.06970238095238,26.95,94.63,1.404404761904762,NA,NA
ORNL,13,2016-03-27,2016,87,9.97920997920998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,16,2016-04-17,2016,108,27.72277227722773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,19,2016-05-08,2016,129,93.65853658536588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,22,2016-05-29,2016,150,98.98580121703854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,25,2016-06-19,2016,171,115.8221302998966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORNL,28,2016-07-10,2016,192,109.3877551020408,20.6929,20.6836,20.704,0,NA,NA,NA,NA,NA,NA
ORNL,31,2016-07-31,2016,213,40.69175991861648,NA,NA,NA,NA,NA,NA,NA,NA,0,PRIPRE
ORNL,34,2016-08-21,2016,234,49.740932642487046,NA,NA,NA,NA,NA,NA,NA,NA,0,PRIPRE
ORNL,37,2016-09-11,2016,255,11.463664278403275,NA,NA,NA,NA,NA,NA,NA,NA,0,PRIPRE
ORNL,40,2016-10-02,2016,276,7.73881499395405,NA,NA,NA,NA,NA,NA,NA,NA,0,PRIPRE
ORNL,46,2016-11-13,2016,318,0,NA,NA,NA,NA,57.817886904761906,25.96,96.49,2.1342857142857143,0,PRIPRE
ORNL,12,2017-03-19,2017,78,4,NA,NA,NA,NA,49.07541666666667,14.81,94.88,1.7054166666666666,0,PRIPRE
ORNL,15,2017-04-09,2017,99,33.663366336633665,NA,NA,NA,NA,39.14752976190476,12.04,81.67,1.3069345238095238,0,PRIPRE
ORNL,18,2017-04-30,2017,120,134.54913880445795,NA,NA,NA,NA,72.94327380952382,25.74,100.31,3.859047619047619,36.08,PRIPRE
ORNL,21,2017-05-21,2017,141,138.21138211382114,NA,NA,NA,NA,86.0966581632653,51.81,100.29,2.6360034013605445,19.88,PRIPRE
ORNL,24,2017-06-11,2017,162,103.2258064516129,NA,NA,NA,NA,81.92859661172162,49.3,99.4,2.034496336996337,0.26,PRIPRE
ORNL,27,2017-07-02,2017,183,168.7693898655636,22.610966964285716,18.8887,29.4382,0.05685357142857143,92.9394972589958,61.1,99.7,1.7563248106190066,15.57,PRIPRE
ORNL,31,2017-07-30,2017,211,111.20331950207468,22.395405357142856,14.1183,30.6504,0.0749592261904762,75.32219979296066,42.1,99.3,2.830399844720497,3.44,PRIPRE
ORNL,33,2017-08-13,2017,225,137.33195449844882,24.249559226190478,18.2294,30.2141,0.05765059523809524,86.45735055724417,51.8,99.2,2.6027260638297873,5.86,PRIPRE
ORNL,36,2017-09-03,2017,246,23.236514522821576,17.58515744047619,9.3914,27.5106,0.0617485119047619,78.67806772807937,39.7,99.5,4.134801245597053,31.330000000000002,PRIPRE
ORNL,39,2017-09-24,2017,267,13.361169102296447,22.022132203945407,14.5387,30.3909,0.04376099067286489,72.53279761904761,33.3,96.4,1.8486309523809523,3.4,PRIPRE
ORNL,13,2018-03-25,2018,84,0,12.356120535714286,1.4735,27.9552,0.09951160714285714,72.19151138716356,20.1,99.2,2.1747217046238787,27.66,PRIPRE
ORNL,16,2018-04-15,2018,105,22.741116751269036,11.6745625,-1.1031,29.3946,0.12795059523809524,59.95068181818181,13.5,99.2,2.0748782467532467,37.260000000000005,PRIPRE
ORNL,19,2018-05-06,2018,126,98.56262833675564,20.30435906155015,12.4178,31.9,0.08222315729483283,67.74006395643363,31.3,98.2,3.710027228976697,6.5,PRIPRE
ORNL,23,2018-06-03,2018,154,322.6611226611227,20.941540773809525,14.8279,28.7232,0.06039791666666667,79.05559523809524,59.9,97.2,3.7884970238095237,7.05,PRIPRE
ORNL,25,2018-06-17,2018,168,896.0000000000001,22.704508396464647,19.5702,29.25,0.04380353535353535,78.13098214285715,45.89,98.38,2.0862797619047617,9.22,PRIPRE
ORNL,28,2018-07-08,2018,189,279.5959595959596,24.67797132034632,19.6479,31.7423,0.06199983766233766,81.14221861471862,48.73,99.06,2.622188852813853,0,PRIPRE
ORNL,32,2018-08-05,2018,217,451.6666666666667,23.47368392857143,19.9884,30.0794,0.05265565476190476,89.61383928571429,62.03,99.47,1.7798809523809525,0,PRIPRE
ORNL,34,2018-08-19,2018,231,248.3042137718397,22.135884226190477,15.3314,27.5587,0.03637440476190476,82.22321428571428,43.54,99.1,2.5839285714285714,0,PRIPRE
ORNL,37,2018-09-09,2018,252,177.77777777777777,23.088245940982777,17.4647,31.8688,0.05354579533941236,86.7642654508612,52.48,99.18,1.8223777862208714,0,PRIPRE
ORNL,40,2018-09-30,2018,273,26.39175257731959,22.354091964285715,16.5488,30.0998,0.052563988095238094,85.24092261904762,58.08,98.39,2.0975892857142857,0,PRIPRE
ORNL,13,2019-03-24,2019,83,0,13.407677083333333,2.8538,27.8418,0.17201904761904763,48.103809523809524,19.15,99.1,1.915892857142857,8.55,PRIPRE
ORNL,16,2019-04-14,2019,104,21.281741233373637,16.072935569727893,4.5449,28.4817,0.1075078231292517,65.40857936507936,22.59,99.35,3.3286825396825397,37.57,PRIPRE
ORNL,19,2019-05-05,2019,125,56.33802816901409,19.230138214285713,11.6276,27.643,0.05421886904761905,78.43307399626516,33.26,99.29,3.0247407796451915,57.43,PRIPRE
ORNL,22,2019-05-26,2019,146,46.09053497942387,24.01367976190476,15.2436,31.6226,0.06812053571428571,67.06395833333333,33.9,92.55,1.9312500000000001,5.44,PRIPRE
ORNL,25,2019-06-16,2019,167,76.26943005181347,22.063443167701863,17.9023,29.6546,0.040430512422360246,90.21470471014493,52.31,101.5,1.4102148033126294,41.629999999999995,PRIPRE
ORNL,28,2019-07-07,2019,188,70,25.14508779761905,20.8091,31.9988,0.05361517857142857,NA,NA,NA,NA,17.259999999999998,PRIPRE
ORNL,31,2019-07-28,2019,209,52.41809672386896,23.48306369047619,18.6092,31.199,0.06358988095238095,NA,NA,NA,NA,8.379999999999999,PRIPRE
ORNL,34,2019-08-18,2019,230,32,24.89070357142857,20.438,33.0406,0.057016369047619045,80.75183067964028,44.62,100.51,2.860902071354858,15.2,PRIPRE
ORNL,35,2019-08-25,2019,237,33.20363164721141,21.36473869047619,14.7577,29.4312,0.029929166666666663,83.65191753246754,40.37,100.71,3.409279112554113,29.32,PRIPRE
ORNL,37,2019-09-08,2019,251,14.83007209062822,24.941449957482995,16.6594,34.549,0.061023681972789116,73.83761904761904,40.24,97.47,2.218958333333333,6.09,PRIPRE
ORNL,23,2020-05-31,2020,152,111.47540983606557,21.89512857142857,14.6036,29.21,0.04073869047619048,72.33997023809523,36.64,100.84,2.626138784461153,9.09,PRIPRE
ORNL,25,2020-06-14,2020,166,93.16909294512878,19.04273244047619,13.7069,27.0641,0.07783125,83.05565476190476,42.58,100.89,3.7069940476190477,18.96,PRIPRE
ORNL,28,2020-07-05,2020,187,44.58204334365325,24.829008035714285,19.9767,31.1482,0.053860119047619046,82.09503891941392,44.66,100.89,2.92658195970696,3.62,PRIPRE
ORNL,32,2020-08-02,2020,215,76.19047619047619,22.91576577380952,18.4642,30.633,0.04722261904761904,87.04809693697776,44.43,101.62,2.8848704444780027,10.81,PRIPRE
ORNL,34,2020-08-16,2020,229,56.78496868475992,22.30406488095238,17.9054,29.5146,0.051723809523809526,86.32955698906356,36.67,102,5.47066116997038,34.4,PRIPRE
ORNL,37,2020-09-06,2020,250,51.345755693581786,23.02419761904762,14.8931,31.0183,0.06642678571428572,82.25743920972644,40.26,102,2.6265875126646403,8.01,PRIPRE
OSBS,16,2014-04-13,2014,103,59.62732919254658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBS,20,2014-05-11,2014,131,19.875776397515526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBS,23,2014-06-01,2014,152,38.670694864048336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBS,26,2014-06-22,2014,173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
